,review_date,review_rating,review_text,verified_purchase,review_time,review_textlength,helpful_review
495,1/22/2019,5,Great value,True,2019-01-22 07:29:00,11,2
496,1/22/2019,5,"Good price, good washing pods",True,2019-01-22 07:25:00,29,5
497,1/22/2019,5,"Good price, good washing pods",True,2019-01-22 02:58:00,29,0
498,1/22/2019,5,"Good price, good washing pods",True,2019-01-22 18:19:00,29,2
499,1/22/2019,5,Smells Divine. Lovely and fresh Fragrance lasts thought the dryer cycle and into the clothing storage I like this one !,True,2019-01-22 08:01:00,119,0
500,1/22/2019,5,"Good price, good washing pods",True,2019-01-22 05:50:00,29,4
501,1/22/2019,5,"Good price, good washing pods",True,2019-01-22 03:23:00,29,0
502,1/23/2019,5,"I found this cream very absorbing and non greasy for my oily skin . I felt comfort when applying it .I think it doing well in my skin.I loved it. As compared to expensive one,it is very cheap but good quality product for skin.",False,2019-01-23 03:17:00,226,4
503,1/23/2019,5,I have been through 5 bottles now this stuff is amazing for your hair i can2019t recommend this enough,False,2019-01-23 06:19:00,102,2
504,1/26/2019,4,"Bought these as a treat for my children and I. We all loved them, they were very tasty and also filling. A treat for summer time or indoors in winter. Got them at a local supermarket, will be back for more. [This review was collected as part of a promotion.]",False,2019-01-26 06:49:00,258,2
505,1/31/2019,1,what happened to your lovely cream eyemake up remover,False,2019-01-31 12:14:00,53,0
506,2/1/2019,5,"I was very sceptical about using this soap , but it\u2019s a little miracle ! From the first use on my face I could see a huge difference . Skin feels plump and moisturised , has a lovely glow . Now my daily staple ! Love it ! Thank you x",False,2019-02-01 20:01:00,238,0
507,2/4/2019,4,I tried the Simple hydrating cleansing wipes during the evening to remove my makeup and cleanoses the skin. I found the wipes very soft and easy to use the wipes are nothe too wet or rough with just enough product on them to remove stubborn make up and feel gentle at the same time. Ideal for when you need tone take off makeup in a hurry and handy for traveling. I would recommend for anyone that has sensitive or dry skin. [This review was collected as part of a promotion.],False,2019-02-04 03:08:00,476,4
508,1/24/2019,5,Recently true these soon wipes and they are fantastic. Give your skin a perfect clean and work to moisturize and refresh your skin every time I used them. Well worth trying as these are so good for the skin and revive all of it [This review was collected as part of a promotion.],False,2019-01-24 06:54:00,279,0
509,2/4/2019,4,Please please do this in a magnum tub incased in chocolate they are amazeballs love love love them. The flavours go so well together just delicious,False,2019-02-04 18:02:00,147,2
510,2/5/2019,4,The shower gel is very mild yet gives you a nice shower experience where you feel clean. The shower gel is gentle on my skin without being irritating. I keep it in the family bathroom and it has been used by all members of the household which means i am not cluttering up on too many products. Also a little goes a long way. [This review was collected as part of a promotion.],False,2019-02-05 07:09:00,376,1
511,2/1/2019,5,"My skin is quite sensitive to body wash and often breaks out when I use a gel wash. However with this body wash I don't have any issues, it's really great! And just a little goes a long way, really recommend if you have sensitive skin! [This review was collected as part of a promotion.]",False,2019-02-01 00:05:00,287,4
512,1/31/2019,5,"Tried this product for first time today. Packaging is good, easy to open, etc! Good squeeze, releases the shower gel! Smell is lovely and when using a shower puff, the shower gel frothed up easily and well! Skin felt soft, moisturised and clean after using. Would recommend [This review was collected as part of a promotion.]",False,2019-01-31 00:42:00,325,0
513,1/30/2019,5,"No artifical perfume or colour, no harsh chemicals that can upset your skin. Just lovely. Thank you Simply for another brilliant product. Brilliant for those who has sensitive skin. And recommend to everyone else as a good quality product. [This review was collected as part of a promotion.]",False,2019-01-30 03:02:00,291,2
514,1/29/2019,5,"I love all simple products-. This shower gel makes my skin feel clean, soft and refreshed without all the nasty chemicals and no strong perfumed scent! Great for every day use, especially when you have sensitive and dry quite skin. I prefer to use with a soft sponge to gently exfoliate too. If you suffer from dry skin i would give this a go, its super affordable and easy to use. [This review was collected as part of a promotion.]",False,2019-01-29 02:43:00,433,0
515,1/27/2019,5,I\u2019ve been using this shower gel a while and I really like it. It is pretty much unscented and leaves me feeling very clean. I particularly like using this for my sensitive skin and havent had any issues since using it. Good value for money and a good size [This review was collected as part of a promotion.],False,2019-01-27 06:37:00,312,0
516,1/26/2019,5,Love it very nice to apply to your sponge to have a shower for good and does not make your skin warm and nice and does not make your skin dry and very good and will recommend to everyone who need a bath shower [This review was collected as part of a promotion.],False,2019-01-26 02:03:00,261,0
517,1/26/2019,5,I got this a couple of days ago and used when I was showering ..it's refreshing and leave my body soft and smooth .I love the freshness of the smell of cucumbers it make me feel relaxed would highly recommend the best [This review was collected as part of a promotion.],False,2019-01-26 01:04:00,269,2
518,1/23/2019,2,"This product leaves a lovely fragrance to your laundry. However, I hate the absolute arrogance of Unilever/Comfort to design a large, heavy bottle without incorporating a handle! When trying to pour it out holding it with one hand with the lid in the other it is most likely going to spill out all over your hand and the floor. So, I won't be buying it again.",False,2019-01-23 13:01:00,359,4
519,2/1/2019,5,"I was very sceptical about using this soap , but it\u2019s a little miracle ! From the first use on my face I could see a huge difference . Skin feels plump and moisturised , has a lovely glow . Now my daily staple ! Love it ! Thank you x",False,2019-02-01 16:49:00,238,3
520,1/26/2019,5,"After pouring a capful of this white gold into one's washing machine, you can expect spring-fresh clothes in no time. It doesn't matter if you cold wash a cardigan, thirty-degree that tie or boil your bikini - It'll clean them. Anyway, why are you looking at the reviews for a small bottle when you could double down on your dedication and buy the next size up? Get your Ylang Ylang on and hit the town.",False,2019-01-26 03:23:00,403,0
521,1/28/2019,3,"Sainsbury's Cheddar Cheese Sauce Mix 40g is scrummy, has a very good, delicate, flavour, perfect for all my Cheese Sauce requirements, very easy to make. So - PLEASE, SAINSBURY'S, BRING BACK YOUR OWN VERSION, AS ABOVE",False,2019-01-28 08:37:00,217,2
522,1/26/2019,4,"I really enjoyed how luxurious this shower gel by simple felt on my skin, fresh scent that kept me feeling really clean and confident and no nasty chemicals to worry about. My children could use this too [This review was collected as part of a promotion.]",False,2019-01-26 06:58:00,255,2
523,1/25/2019,5,Perfect for sensitive skin! The shower gel is both cleansing and refreshing without irritating my skin like various other gels. It also has a lovely fresh smell and contains great ingredients such as chamomile oil. I would definitely recommend!! [This review was collected as part of a promotion.],False,2019-01-25 07:15:00,297,0
524,1/25/2019,5,"Love this shower gel, it does exactly what it aims to do! Lathers well and smells divine; left me feeling extremely fresh and hydrated afterwards. You don't need to use a lot either which means it is long lasting and cost effective! [This review was collected as part of a promotion.]",False,2019-01-25 09:59:00,284,0
525,2/5/2019,4,"Great shower wash, even though it had cucumber extracts there wasn't a strong smell of anything which is great. Both my husband and me were happy to use it. I have sensitive skin which it didn't irritate. I would like to see more eco friendly ingredients and a glass bottle or refillable option [This review was collected as part of a promotion.]",False,2019-02-05 01:50:00,346,0
526,2/1/2019,5,"When I got this, I was a little concerned because I detest cucumber, and I'm very wary of it being in products. I shouldn't have worried, because it's really not that strong at all!The gel is clear, the smell is fresh and not overpowering, and I am going to guess that's due to the natural additions, rather than artificial flavourings etc. It lathered up well and the smell it left wasn't lingering. Great stuff! [This review was collected as part of a promotion.]",False,2019-02-01 15:45:00,465,2
527,1/31/2019,5,"I love the smell of this shower gel, smell quite natural, not like the other brand that the fragrance is too strong for me. I feel quite refreshing after using this shower gel, my skin trend to be very dry, but this gel seems to be the right balance of cleansing and moisturising. [This review was collected as part of a promotion.]",False,2019-01-31 17:12:00,332,1
528,1/31/2019,3,"I\u2019ve been using this for around a week now, and I\u2019d say it\u2019s just a pretty standard shower gel. The smell is quite strange - it smells like cucumber in the bottle, but almost like tea on the skin. It is quite gentle on the skin, but ultimately I\u2019d say it\u2019s pretty average. [This review was collected as part of a promotion.]",False,2019-01-31 12:16:00,349,2
529,1/29/2019,5,"Simple refreshing shower gel really great for sensitive skin, has no colours or nasty stuff in it! Smells really good and provides a good lather. Not irritating to skin, can even use it on my little niece without complaint. [This review was collected as part of a promotion.]",False,2019-01-29 12:49:00,275,0
530,1/28/2019,5,"I use most of the simple products range, as I have pretty sensitive skin. I love this shower gel. It foams up nicely, and has a mild refreshing scent. My skin feels soft and cleansed without being dried out. [This review was collected as part of a promotion.]",False,2019-01-28 04:01:00,259,4
531,1/27/2019,5,"I have used this shower gel for a few mornings now and I have to say what a refreshing product,it has left my skin soft and supple, it has a light refreshing smell and give you a thoroughly clean feeling. Will definitely be a new staple for all the family children included. [This review was collected as part of a promotion.]",False,2019-01-27 01:10:00,326,1
532,1/26/2019,5,I bought this about a month ago and cant stop re-purchasing ! Very \u2018refreshing\u2019 as the name suggests! Lovely fresh smell that stays after washing off! Very nice and i will continue to use this as i have sensitive skin and it is very gentle. [This review was collected as part of a promotion.],False,2019-01-26 07:45:00,302,2
533,1/25/2019,4,"Love this Simple Shower Gel ,it's not like some gels that is like glue ,hard to rub on then slips off into the bath ,this ,goes on smoothly and easily with no waste and leaves my skin feeling silky and soft .It doesn't have an over the top scenty smell .It's simple ,I like it. [This review was collected as part of a promotion.]",False,2019-01-25 05:28:00,329,0
534,1/28/2019,4,I like Simple as a brand as it does feel very natural and not as chemical as other body washes. This shower gel is really great if you want something less scented and more basic. It feel friendly too skin and leaves you feeling clean and washed! [This review was collected as part of a promotion.],False,2019-01-28 01:33:00,297,0
535,1/27/2019,2,"It is a very neutral product. It\u2019s cheap but you get what you pay for. The smell is niceish, but very natural. Not more special than any other standard shower gel. The positives that it doesn\u2019t have any artificial perfume, colour or chemicals in it. [This review was collected as part of a promotion.]",False,2019-01-27 03:45:00,311,2
536,1/26/2019,5,I have very reactive skin because of eczema. I have found this shower gel calming and it does not aggravate my skin. I\u2019m pleased to see that there are fewer ingredients in it than similar products and no added perfume! It literally doesn\u2019t smell of anything. For me this is ideal and I\u2019m happy to have another brand of shower gel that I feel safe to use without risking a flare up. [This review was collected as part of a promotion.],False,2019-01-26 06:23:00,448,1
537,1/25/2019,5,Amazing product! My skin feels super soft to touch. It foams easily in the hand and smooths on the skin like silk. It has a slight scent to it but it is not overpowering at all. I didn\u2019t need to use a lot of the gel either as a little went a long way. It didn\u2019t irritate my skin 1 single bit which is a massive bonus! I love this product. [This review was collected as part of a promotion.],False,2019-01-25 05:43:00,400,4
538,1/23/2019,4,Just as I expected from a simple product! Nice and gentle on my skin and you dont need to use tonnes of it so it lasts as expected. No complaints - nice consistent product and would definitely buy again! [This review was collected as part of a promotion.],False,2019-01-23 07:25:00,255,0
539,2/1/2019,4,"Simple great as ever! I have always been a great fan of Simple - I have quite sensitive skin and this is perfect, refreshing but without an overpowering scent. A little goes a long way as well, particularly if you use it with a body puff. [This review was collected as part of a promotion.]",False,2019-02-01 05:15:00,290,0
540,1/31/2019,4,"Really gentle and cleansing, not a very strong smell though. Kind on your skin and foams nicely, I had just hoped for more of a scent, bit this would great if you have sensitive or delicate skin. Only a small amount needed too! [This review was collected as part of a promotion.]",False,2019-01-31 12:27:00,279,1
541,1/31/2019,5,I ve been using this for over 1 week now and I can say that is a great product. It has a subtle smell and it cleans very well. I would recommend this product. It is a very good shower gel. It also has an affordable price. 5 stars [This review was collected as part of a promotion.],False,2019-01-31 02:43:00,281,4
542,1/30/2019,5,"I love this shower gel, has a very fresh scent.. a little bit goes a long way and keeps me smelling fresh for the longest hours! Very gentle on the skin and makes my whole body soft and smooth.i would highly recommend this! [This review was collected as part of a promotion.]",False,2019-01-30 12:08:00,275,0
543,1/28/2019,3,I use simple between other brands as my skin breaks out easily and gets very dry with some branded soaps/shower gels I like simple as this does not happen!Simple refreshing shower gel does exactly as it says gives you that clean feeling without irritation literally has no smell! [This review was collected as part of a promotion.],False,2019-01-28 21:30:00,331,4
544,1/27/2019,4,"I've bought this shower gel a few times whenever my skin is sensitive or reacting to another product. True to the Simple brand name, it's very neutral and does a great job of not irritating my skin further. If you're looking for something luxurious or highly scented, this isn't the shower gel for that, but it's a good everyday essential. [This review was collected as part of a promotion.]",False,2019-01-27 06:44:00,391,2
545,1/26/2019,5,"My skin always feels so dry after I shower. However since I use this product I have seen a real improvement. I like the texture on my skin, it always feels good and refreshing. It has a nice, very light, refreshing scent. [This review was collected as part of a promotion.]",False,2019-01-26 07:32:00,273,0
546,1/26/2019,5,"I just love simple products as I know they are not harmful on my skin, I started using facial products and now started using the the shower gel too. It has a great soft smell and leaves my skin feeling really soft too.I would highly recommend their products. [This review was collected as part of a promotion.]",False,2019-01-26 14:44:00,310,0
547,1/25/2019,5,From the simple range so not full of nasties and kind to my skin. This shower gel is refreshing and has a light cucumber smell. It bubbles up well and left my skin soft not dry. Great for all the family as refreshing not floral or masculine smelling . [This review was collected as part of a promotion.],False,2019-01-25 01:18:00,303,4
548,2/1/2019,2,I thought I would give this shower gel a whirl as always looking to try out new ones. Friend had said it had been good for their skin so thought I would give it a whirl The scent is hardly there at all. It doesn\u2019t last like I expected and as such doesn\u2019t allow me to feel like I\u2019m using anything I prefer when the scent lasts through the day as others do That being said it serves it purpose as a soap but I would not buy it again unless there were many other options not available [This review was collected as part of a promotion.],False,2019-02-01 01:00:00,548,0
549,1/31/2019,5,So I tend to use another soap free brand and I ended up trying this and it\u2019s so great. I suffer from reactions from soaps and dry skin and this is great but also I personally would probably use it on a baby\u2019s skin too. It also is fragrance free. It\u2019s great value for money [This review was collected as part of a promotion.],False,2019-01-31 22:47:00,339,4
550,1/29/2019,5,"I love that this shower gel has no perfumes and things in it! Especially, as I am due to have a baby doing nd will be in the market for lots of these to avoid any post birth irritation! Fresh and does the job without the harmful chemicals! [This review was collected as part of a promotion.]",False,2019-01-29 22:42:00,291,0
551,1/26/2019,5,"Didn\u2019t irritate my skin, instead it felt nice and soft instantly. Applied easily and didn\u2019t have to use lots of the product. Felt very refreshing on my skin. Scent level was just right too.....not overpowering. [This review was collected as part of a promotion.]",False,2019-01-26 18:02:00,272,0
552,1/23/2019,5,Great product and great price too,True,2019-01-23 01:42:00,33,1
553,1/23/2019,5,Nice,True,2019-01-23 04:05:00,4,3
554,1/23/2019,5,Perfect,True,2019-01-23 05:41:00,7,2
555,2/9/2019,1,It was spilled everywhere in the box,True,2019-02-09 08:57:00,36,2
556,1/23/2019,5,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,True,2019-01-23 05:59:00,82,1
557,1/23/2019,5,Absolutely love this scent. Makes your clothes smell fresh as well the bed linnen.,True,2019-01-23 07:24:00,82,0
558,1/24/2019,5,"I picked up in a rush in store and am so pleased I did. These remove make up with ease and leave my skin feeling tighter and brighter. I use both sides of the wipe and it remains strong and moist. I usually use micellar water but will continue to use these because they are just so good. No overpowering scent, no perfume or colour. Excellent quality and immediate results. Try them you will not be disappointed. Super soft skin with no residue. Very pleased.",False,2019-01-24 06:58:00,459,4
559,2/4/2019,5,"I usually buy organic cosmetics and wanted a natural product without the high price tag. I was delighted to find this! This shower cream is one of the few big brands which does not contain SLS, a harmful skin irritant added as a foaming agent to create a lather. It is silky smooth, thick and creamy, gentle on the skin, and rich enough to moisturise my dry mature skin. It has a gorgeous delicate fragrance and feels far more expensive than it is. Excellent value, especially for a product which contains no Sodium Laureth Sulfate, Sodium Lauryl Sulfate or Parabens.",False,2019-02-04 09:51:00,567,0
560,1/30/2019,3,"The mayonnaise would get 5 stars from me for taste but the container is style over substance. The squeezy bottle is, in itself, a genius idea but thats where it stops. It is too tall for the size of cap making it top heavy and unstable. Every bottle Ive ever put in my fridge has tumbled out. The cap is made of brittle plastic so it shatters as it hits the kitchen floor. Its like Groundhog Day each time it happens! Then, as other reviewers have commented, its impossible to get all the product out of the bottle. Surely this container is crying out for a design overhaul?",False,2019-01-30 06:17:00,574,0
561,1/24/2019,5,This ice cream is great. The cookie dough pieces are just the right size and the ice cream itself is so creamy and delicious. The only problem is that once you open the tub it's impossible to stop eating until it's all gone.,False,2019-01-24 02:54:00,224,3
562,1/30/2019,5,My nightly treat. Perfection,False,2019-01-30 15:20:00,28,0
563,2/5/2019,5,Just perfect and even better on offer,False,2019-02-05 04:22:00,37,2
564,2/9/2019,5,"As far as I'm concerned these are the best. Remove all makeup, even waterproof mascara. Have tried many other makes, none as good as these for me",False,2019-02-09 07:47:00,145,0
565,2/5/2019,5,I've tried alot of bleaches and other toilet cleaning products over the years and keep coming back to Domestos. Far superior to others I have tried really thick and does an excellent cleaning job. Always reliable.,False,2019-02-05 13:04:00,213,5
566,1/26/2019,5,"Ive tried many alternatives, and the only mayo that beats this is homemade! Its reliable, tasty, versatile, and lasts for ages in the fridge.",False,2019-01-26 04:33:00,141,1
567,1/24/2019,1,more than half the bags were split,True,2019-01-24 07:03:00,34,0
568,1/24/2019,5,"Good value for money. Wash really well, lovely smell.",True,2019-01-24 05:12:00,53,2
569,1/24/2019,5,"Good value for money. Wash really well, lovely smell.",True,2019-01-24 12:51:00,53,2
570,1/24/2019,5,"Good value for money. Wash really well, lovely smell.",True,2019-01-24 03:56:00,53,5
571,1/24/2019,5,"Good value for money. Wash really well, lovely smell.",True,2019-01-24 05:55:00,53,2
572,1/24/2019,5,"Good value for money. Wash really well, lovely smell.",True,2019-01-24 19:51:00,53,0
573,1/25/2019,5,"I love this range of body lotions as they aren't greasy, are easy to apply and soak in quickly and leave my skin feeling super soft and moisturised. Great value for money and the scent is fresh and light, a great go to beauty essential in my bathroom cupboard. [This review was collected as part of a promotion.]",False,2019-01-25 01:54:00,312,0
574,1/25/2019,5,"I am very happy with the Vaseline intensive care cream as it gentle and soothes the skin. I am very fussy about the products I purchase as I have sensitive and dry skin, but this product ticks all the boxes and is perfect for my skin type. Very happy with it. [This review was collected as part of a promotion.]",False,2019-01-25 00:20:00,311,4
575,1/25/2019,5,"This morning I received a bottle of Vaseline aloe soothe from Tryit sampling, I just couldn't wait to try it. my skin feels and smells amazing the lotion was easy to apply and soaked right in. Love it [This review was collected as part of a promotion.]",False,2019-01-25 01:48:00,252,2
576,1/25/2019,5,"I suffer from dry skin from ages , and I am always looking to find the best product , who will give my skin relieve . Now I can stop looking because finally I find my product - Vaseline Intensive care Aloe , First it come in this big bottle , so you dont worry about finishing it too fast , Then come the smell - it so nice, clean and fresh, and finally and the most important - the relieve, its so soothing really , and its absorb very fast , so you dont need to wait to put your clothes on . I really love it ! [This review was collected as part of a promotion.]",False,2019-01-25 05:33:00,564,0
577,1/25/2019,5,"This cream is one of the best body creams I've tried, I was not expecting much but I was very pleasantly surprised by this cream. It is a nice creamy white texture, not at all greasy it absorbs quickly into your skin and makes it feel lovely soft and smooth. This cream also has an absolutely gorgeous and refreshing smell of aloe vera, which I could smell all day it's so lovely. [This review was collected as part of a promotion.]",False,2019-01-25 07:54:00,432,0
578,1/25/2019,3,"This is a decent everyday lotion with a clean light scent. It's not a luxury nor a natural product - there's more petrolatum than aloe in it - and is fairly light in texture, but does the job of effective moisturizing for a good price especially while skin is still damp. [This review was collected as part of a promotion.]",False,2019-01-25 20:20:00,323,2
579,1/25/2019,5,Usually purchase at Costco but these are extremely good value would definitely recommend this,True,2019-01-25 06:32:00,93,2
580,1/25/2019,5,"Lovely day cream makes my skin feel lovely,helps with ageing",True,2019-01-25 15:17:00,60,2
581,1/25/2019,5,Great product and arrived quickly. Nice scent,True,2019-01-25 06:34:00,45,3
582,1/25/2019,5,"Arrived on time, well packaged, great product. Dont need much as it has strong fragrance.",True,2019-01-25 07:50:00,90,2
583,1/25/2019,5,Great product and arrived quickly. Nice scent,True,2019-01-25 09:01:00,45,2
584,1/25/2019,5,Great product and arrived quickly. Nice scent,True,2019-01-25 13:00:00,45,2
585,1/25/2019,5,"Really good value for money, perfect for washing my babies clothes with.",True,2019-01-25 03:04:00,72,1
586,1/25/2019,1,"The product has leaked over all my order, do you have any suggestion why I can do",True,2019-01-25 06:12:00,81,2
587,1/25/2019,5,Love the smell and softness,True,2019-01-25 19:41:00,27,1
588,1/25/2019,1,"The product has leaked over all my order, do you have any suggestion why I can do",True,2019-01-25 00:28:00,81,1
589,1/25/2019,5,Love the smell and softness,True,2019-01-25 06:45:00,27,5
590,1/26/2019,5,"Excellent product, having been using it for awhile now. Suitable for the whole family, which makes it an obvious choice!",False,2019-01-26 02:49:00,120,2
591,1/26/2019,1,"Started using this as I could not find my old Simple night cream. I 'm not very impressed, it seems to be causing me breakouts and eye irritation. Makes no difference to skin, the sots make it worse.",False,2019-01-26 03:30:00,199,0
592,1/26/2019,5,I loved the sweet smell of this body lotion. The cream is thick and it absorbs quickly into the skin. The bottle states that it has a non-greasy formula and I found that to be correct. I applied the lotion in the morning and 10 hours later my skin still felt soft. [This review was collected as part of a promotion.],False,2019-01-26 21:59:00,316,1
593,1/26/2019,5,"I use body lotion but had never tried the Vaseline ones before. I wish I had! It has such a pleasant fragrance and leaves my skin so soft and nourished after showering. I have some areas of dry skin and I tend to use before bed, I really notice a difference from my previous lotion in the morning. [This review was collected as part of a promotion.]",False,2019-01-26 10:15:00,349,0
594,1/26/2019,5,I got this a couple of days ago and used it after I had a shower .it smells really nice and is really good..it leaves my skin soft and smooth and last all day ..this cold weather I need something like this it's really good keep my skin moisturised and fresh all day [This review was collected as part of a promotion.],False,2019-01-26 11:29:00,317,0
595,1/26/2019,5,This lightly fragranced lotion dispenses easily from the bottle. I found it spread well across my skin and was absorbed quite quickly. It really seemed to work well on my dryer areas such as knees and elbows so I tried it on my feet also! This was a revelation to me as being quite thin it was absorbed very quickly which meant no need for bed socks nor me slipping all over the place all night and also it moisturised my feet really well. I am really impressed with this versatile lotion. [This review was collected as part of a promotion.],False,2019-01-26 17:20:00,541,4
596,1/26/2019,5,"We've been using this for months. It's a lovely product. I have dry skin and using it just twice a week helps to keep it under control. My eldest daughter has eczema and she uses a small amount every night on her elbows. It really helps! It smells lovely, and absorbs quickly. It doesn't leave any stickiness or residue like some products do! We love this product a lot! [This review was collected as part of a promotion.]",False,2019-01-26 17:18:00,422,0
597,1/26/2019,5,"I suffer from bad dry skin during the winter and started using Vaseline intensive care aloe soothe body lotion, and the results are amazing, my skin feels so soft and smooth I am very happy with it, and will continue to use daily [This review was collected as part of a promotion.]",False,2019-01-26 03:17:00,281,0
598,1/26/2019,5,"Love this cream. It heavy but not overly so, soaks into your skin and keeps you moisturised for ages. Has a really soft fragrance but not overly perfumed, reminded me of my holiday. I suffer with really dry arms and hands and after a few applications looked and felt significantly better. [This review was collected as part of a promotion.]",False,2019-01-26 05:05:00,340,5
599,1/26/2019,5,"Winter has left me with very dry skin, especially on my hands and wrists so this was a perfect solution. This moisturiser has a very clean, fresh smell of aloe and absorbs really quickly into your skin. There is no greasy feel and only a small amount is needed to make a difference. The 400ml bottle should last me well into the spring and I will be adding it to my daily routine. [This review was collected as part of a promotion.]",False,2019-01-26 19:10:00,432,0
600,1/26/2019,5,"I suffer from dry sensitive skin and vaseline products are one of very few moisturizers I can use without my skin reacting by flaring up or itching terribly!The first thing I noticed was the beautiful fresh aroma as soon as I clipped open the lid!As soon as I applied a drop onto my skin I instantly felt a soothing sensation and didn't feel greasy unlike many moisturizers and absorbed quickly but effectively as my skin quickly felt moisturised and hydrated! This product has helped my dry skin problem massively, I use it every day particularly after showering or bath and also before bed with the confidence my skin will still be feeling freshly moisturised come the morning! Fantastic product and definatly a recommendation from me! [This review was collected as part of a promotion.]",False,2019-01-26 15:12:00,789,0
601,1/26/2019,5,"I suffer with dry sensitive skin and vaseline is one of very few products that doesn't make my skin flare up and itch like crazy!The first thing I noticed was the beautiful fresh smell that escaped as I lifted the cap, as I applied a drop to my skin I instantly felt a soothing relief and easily moisturised into my skin absorbing effortlessly and not at all greasy unlike alot of other moisturisers I've tried! I use this product every day and it has improved my dry skin condition massively couldn't recommend this product enough I absolutely love it! [This review was collected as part of a promotion.]",False,2019-01-26 07:45:00,605,0
602,1/26/2019,5,Love how light and none sticky this moisturiser is it goes on well and soaks in not leaving a residue . I tend to use it all over and it leaves my skin feeling soft and moist .its not too heavy and good for everyday use. [This review was collected as part of a promotion.],False,2019-01-26 01:40:00,272,0
603,1/26/2019,5,"Its what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing.",True,2019-01-26 06:19:00,187,4
604,1/26/2019,4,"Bargain,however I dont think the consistency is the same as the shops one.smells nice,again,doesnt seem to last after ironing!",True,2019-01-26 11:13:00,129,5
605,1/26/2019,5,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,True,2019-01-26 16:38:00,86,3
606,1/26/2019,5,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,True,2019-01-26 20:47:00,86,2
607,1/26/2019,5,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,True,2019-01-26 02:58:00,86,2
608,1/26/2019,5,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,True,2019-01-26 13:40:00,86,1
609,1/26/2019,5,"I do like the Simple brand products as I have sensitive skin and I need to be really careful with chemicals. This Simple Face Moisturiser moisturiser is fantastic. It has very little smell. It has a gel like consistency without the stickiness or gloopiness of some other products that are on the market. The moisturiser applies well to the skin and sinks in quickly leaving my skin feeling refreshed and moisturised with no heaviness or stickiness. I had no reaction to this moisturiser at all. I have a combination skin and this moisturiser was ideal as it has no greasiness. After a few hours of wearing I find that my skin feels totally normal, there is no greasiness at all which I sometimes get with creamy moisturisers. Also I found that I could apply makeup easily within a short period of time as the moisturiser sunk into my skin easily. I have light wrinkles and although the moisturiser can not perform miracles it did prevent my skin from drying over the day from the effects of heating or the sun. I think that this is one of the best moisturisers that I have used. It does the job with no side effects.",False,2019-01-26 17:50:00,1116,3
610,1/26/2019,5,"Havent tried this as its for hampers im making for christmas, but im sure it will be as good as any other comfort product",True,2019-01-26 05:06:00,121,3
611,1/26/2019,5,Removes stains and keeps washing in great condition,True,2019-01-26 03:36:00,51,4
612,1/26/2019,5,Can't beat the price smells clean love it,True,2019-01-26 08:41:00,41,2
613,1/26/2019,5,Great value for money. Fantastic product. Lovely smell and easy to use washing tablets,True,2019-01-26 16:47:00,86,5
614,1/26/2019,5,"Its what we usually use so getting this big carton was a no brainer! It lasts months and is one of our 2 preferred products, ideal for sensitive skin and if you do a fair bit of washing.",True,2019-01-26 17:56:00,187,0
615,1/26/2019,4,"Bargain,however I dont think the consistency is the same as the shops one.smells nice,again,doesnt seem to last after ironing!",True,2019-01-26 08:12:00,129,5
616,1/26/2019,1,"May as well just use plain water, it would do the same job, nothing",True,2019-01-26 12:24:00,67,0
617,1/26/2019,5,Decent price. A lot cheaper than in store. Lasts ages too.,True,2019-01-26 10:57:00,58,5
618,1/26/2019,1,"Awful, dont buy!!! Wipes are too thick, like wet paper towels. They are not the usual wipes. My face is actually sore from using it",True,2019-01-26 10:49:00,132,0
619,1/26/2019,5,"Havent tried this as its for hampers im making for christmas, but im sure it will be as good as any other comfort product",True,2019-01-26 06:15:00,121,1
620,1/26/2019,5,Smells beautiful and well worth the money,True,2019-01-26 06:55:00,41,1
621,1/26/2019,5,Smells beautiful and well worth the money,True,2019-01-26 22:09:00,41,2
622,1/26/2019,5,Smells beautiful and well worth the money,True,2019-01-26 20:46:00,41,0
623,1/26/2019,2,It doesn't smell good and doesn't last for a long time :( had to order another product.,True,2019-01-26 04:14:00,87,1
624,2/6/2019,5,Easy just throw in drum and thats it. No messy liquid spill. Washes well and non bio.,True,2019-02-06 03:20:00,86,0
625,2/20/2019,1,This product is anything but gentle. It really stings my eyes and leaves the skin around my eyes dry and flaky. Awful product thats going to end up in the bin.,False,2019-02-20 01:23:00,159,0
626,1/27/2019,4,I was given this product to review & think its a very good booster. My skin is lovely & soft & any dry flaky patches have disappeared.,False,2019-01-27 07:35:00,135,1
627,1/27/2019,4,"This is my first time using Vaseline intensive aloe body lotion and its brilliant, leaves my skin soft and supple and has a very nice fresh scent that lingers on the skin.Very good on dry skin thoroughly moisturisers and leaves no greasy patches. I would definitely buy again and I would highly recommend. [This review was collected as part of a promotion.]",False,2019-01-27 00:13:00,357,1
